periodo;regiao;instituicao;urgencias_gerais;urgencias_pediatricas;urgencias_obstetricas;urgencias_psiquiatricas;total_urgencias
2023-06-01;Região de Saúde LVT;Hospital Distrital de Santarém;41258;15901;3839;0;60998
2023-06-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;92581;17952;4303;0;114836
2023-06-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;35688;0;0;0;35688
2023-06-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;40936;0;4665;0;45601
2023-07-01;Região de Saúde Centro;Centro Hospitalar de Leiria;77005;18365;8269;0;103639
2023-07-01;Região de Saúde Centro;Hospital Distrital da Figueira da Foz;30305;11264;0;0;41569
2023-07-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;45552;8935;2434;0;56921
2023-07-01;Região de Saúde LVT;Hospital Distrital de Santarém;48343;18367;4506;0;71216
2023-07-01;Região de Saúde Norte;Hospital da Senhora da Oliveira;61239;20259;6200;0;87698
2023-07-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;82334;11687;3881;0;97902
2023-08-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;60724;11619;2700;0;75043
2023-08-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;65620;0;0;0;65620
2023-08-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;33719;9732;2704;270;46425
2023-08-01;Região de Saúde Centro;Centro Hospitalar de Leiria;89840;20739;9633;0;120212
2023-08-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;62309;20155;9620;0;92084
2023-08-01;Região de Saúde LVT;Hospital de Loures;54600;21861;9162;0;85623
2023-08-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;118565;51516;8831;0;178912
2023-09-01;Região de Saúde Alentejo;Hospital Espírito Santo de Évora;39169;12815;0;0;51984
2023-09-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central;102665;57593;17797;4785;182840
2023-09-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;89668;23291;3588;0;116547
2023-09-01;Região de Saúde LVT;Hospital de Cascais;68827;35031;10590;0;114448
2023-09-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;61204;32740;6524;0;100468
2023-09-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde;52994;0;0;0;52994
2023-09-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;118413;26707;11774;0;156894
2023-09-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro;117386;22111;6503;0;146000
2023-09-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;76756;0;0;0;76756
2023-10-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;242500;57464;15623;0;315587
2023-10-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;42011;12101;3410;316;57838
2023-10-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;43984;12178;1526;0;57688
2023-10-01;Região de Saúde LVT;Hospital de Cascais;75358;39479;12614;0;127451
2023-10-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;147080;64770;11138;0;222988
2023-10-01;Região de Saúde Norte;Hospital de Braga;128165;38403;11206;0;177774
2023-10-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;120881;16290;5806;0;142977
2023-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Norte Alentejano;71297;7457;2298;0;81052
2023-11-01;Região de Saúde Algarve;Centro Hospitalar Universitário do Algarve;264330;64058;17054;0;345442
2023-11-01;Região de Saúde LVT;Centro Hospitalar do Oeste;108596;41897;3419;0;153912
2023-11-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo;108252;27971;4422;0;140645
2023-11-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;74370;42264;7960;0;124594
2023-11-01;Região de Saúde LVT;Hospital Distrital de Santarém;73943;28855;7008;0;109806
2023-11-01;Região de Saúde LVT;Hospital Garcia de Orta;79462;42976;15868;0;138306
2023-11-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João;160123;73217;12354;0;245694
2023-11-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa;141044;32174;13542;0;186760
2023-11-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;132271;18128;6431;0;156830
2023-11-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;92887;0;0;0;92887
2023-12-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;97088;0;0;0;97088
2023-12-01;Região de Saúde Centro;Centro Hospitalar Universitário Cova da Beira;50406;15270;4090;421;70187
2023-12-01;Região de Saúde Centro;Centro Hospitalar do Baixo Vouga;131126;42699;6914;0;180739
2023-12-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;78478;15301;4157;0;97936
2023-12-01;Região de Saúde Centro;Unidade Local de Saúde de Castelo Branco;52503;15238;1866;0;69607
2023-12-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental;90796;31155;17133;0;139084
2023-12-01;Região de Saúde LVT;Hospital de Vila Franca de Xira;80987;46902;8663;0;136552
2023-12-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca;175814;56580;18825;0;251219
2023-12-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga;184442;35160;8621;0;228223
2024-01-01;Região de Saúde LVT;Hospital de Cascais;5910;3559;1338;73;10880
2024-01-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Aveiro;9435;3589;470;0;13494
2024-01-01;Região de Saúde Centro;Unidade Local de Saúde de Dão-Lafões;8917;3077;1110;0;13104
2024-01-01;Região de Saúde LVT;Unidade Local de Saúde de São José;10366;6734;1935;489;19524
2024-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Alentejo Central;3582;1159;0;0;4741
2024-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Baixo Alentejo;7970;1582;332;0;9884
2024-01-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;8222;0;0;0;8222
2024-01-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave;6824;2592;560;0;9976
2024-01-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;8927;0;0;0;8927
2025-01-01;Região de Saúde LVT;Hospital de Cascais;7169;3836;1210;56;12271
2025-01-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida;6778;3194;568;0;10540
2025-01-01;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal;7108;2880;1051;0;11039
2025-01-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;4111;751;0;0;4862
2025-01-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;6206;0;615;0;6821
2025-01-01;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo;9938;2790;258;0;12986
2025-01-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste;8378;3340;502;0;12220
2024-02-01;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho;18486;3512;1267;0;23265
2024-02-01;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo;17351;4224;623;0;22198
2024-02-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;16699;0;0;0;16699
2024-02-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste;18343;7933;954;0;27230
2025-02-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida;13080;6383;1015;0;20478
2025-02-01;Região de Saúde Centro;Unidade Local de Saúde de Coimbra;28916;9473;3436;0;41825
2025-02-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;15023;5295;2337;0;22655
2025-02-01;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas;10667;3775;1927;0;16369
2025-02-01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria;18961;7440;2441;0;28842
2025-02-01;Região de Saúde Norte;Unidade Local de Saúde de São João;25335;13211;2097;0;40643
2025-02-01;Região de Saúde Algarve;Unidade Local de Saúde do Algarve;45800;12938;1993;0;60731
2025-02-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave;16195;4854;1533;0;22582
2025-02-01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo;11787;7674;979;0;20440
2025-02-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave;12600;3902;1094;0;17596
2024-03-01;Região de Saúde LVT;Hospital de Cascais;19425;12137;3983;218;35763
2024-03-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida;17144;7622;1765;0;26531
2024-03-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;19158;3979;945;0;24082
2024-03-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Aveiro;29433;12001;1416;0;42850
2024-03-01;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal;21579;9672;4140;0;35391
2024-03-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;12732;3877;0;0;16609
2024-03-01;Região de Saúde Centro;Unidade Local de Saúde de Coimbra;48106;17363;5631;0;71100
2024-03-01;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas;17441;6985;4136;0;28562
2024-03-01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria;31897;12377;420;0;44694
2024-03-01;Região de Saúde Norte;Unidade Local de Saúde de Vila Nova de Gaia/Espinho;31281;10944;2036;0;44261
2024-03-01;Região de Saúde Alentejo;Unidade Local de Saúde do Alentejo Central;11259;3782;0;0;15041
2024-03-01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo;19490;12751;2074;0;34315
2024-03-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste;25369;0;0;0;25369
2024-03-01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa;35605;9267;2981;0;47853
2024-04-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida;23436;10475;2476;0;36387
2024-04-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Leiria;40745;10130;3138;0;54013
2024-04-01;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra;59730;16966;5630;0;82326
2024-04-01;Região de Saúde Centro;Unidade Local de Saúde de Coimbra;65495;23547;7650;0;96692
2024-04-01;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga;57292;11700;2500;0;71492
2024-04-01;Região de Saúde Norte;Unidade Local de Saúde de Santo António;41169;0;6667;0;47836
2024-04-01;Região de Saúde LVT;Unidade Local de Saúde de São José;43741;28989;8217;2057;83004
2024-04-01;Região de Saúde Algarve;Unidade Local de Saúde do Algarve;90126;24784;5766;0;120676
2024-04-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave;28460;12169;2297;0;42926
2024-04-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste;38640;17746;1986;0;58372
2024-05-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Leiria;51469;12454;3975;0;67898
2024-05-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;21831;6536;0;0;28367
2024-05-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;37458;13868;5563;0;56889
2024-05-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;34334;0;3574;0;37908
2024-05-01;Região de Saúde Norte;Unidade Local de Saúde de Santo António;52486;0;8465;0;60951
2024-05-01;Região de Saúde Alentejo;Unidade Local de Saúde do Alto Alentejo;33018;3977;1096;0;38091
2024-05-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste;49305;22746;2559;0;74610
2024-05-01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa;63026;16684;5189;0;84899
2024-06-01;Região de Saúde Centro;Unidade Local de Saúde da Cova da Beira;25078;9221;1967;199;36465
2024-06-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;40722;8708;1926;0;51356
2024-06-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Leiria;61782;14375;4589;0;80746
2024-06-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;44901;16234;6483;0;67618
2024-06-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;41316;0;4334;0;45650
2024-06-01;Região de Saúde Norte;Unidade Local de Saúde de São João;85412;43212;6361;0;134985
2024-06-01;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro;96366;17034;2729;0;116129
2024-06-01;Região de Saúde Algarve;Unidade Local de Saúde do Algarve;141489;38062;8196;0;187747
2024-06-01;Região de Saúde Centro;Unidade Local de Saúde do Baixo Mondego;25546;10792;0;0;36338
2024-06-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;51345;0;0;0;51345
2024-06-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste;59295;26884;3212;0;89391
2024-07-01;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde;39915;0;0;0;39915
2024-07-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Aveiro;73219;28077;3604;0;104900
2024-07-01;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra;106511;30237;10487;0;147235
2024-07-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;52616;18370;7585;0;78571
2024-07-01;Região de Saúde Alentejo;Unidade Local de Saúde do Alentejo Central;26859;11165;0;0;38024
2024-07-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave;60856;22899;5997;0;89752
2024-07-01;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho;67767;12274;4200;0;84241
2024-07-01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa;90880;22874;7486;0;121240
2024-08-01;Região de Saúde Centro;Unidade Local de Saúde Castelo Branco;36585;11509;1560;0;49654
2024-08-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;55658;10995;2733;0;69386
2024-08-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Aveiro;83501;31074;4240;0;118815
2024-08-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;35753;9647;0;0;45400
2024-08-01;Região de Saúde LVT;Unidade Local de Saúde de Loures-Odivelas;47833;16192;10081;0;74106
2024-08-01;Região de Saúde Norte;Unidade Local de Saúde de São João;115457;53890;8560;0;177907
2024-09-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida;55459;22668;5576;0;83703
2024-09-01;Região de Saúde Centro;Unidade Local de Saúde da Cova da Beira;37663;12591;3010;361;53625
2024-09-01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria;57878;22496;5723;0;86097
2024-09-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;67510;22099;9329;0;98938
2024-09-01;Região de Saúde LVT;Unidade Local de Saúde de São José;102580;61019;18508;4754;186861
2024-09-01;Região de Saúde Alentejo;Unidade Local de Saúde do Alentejo Central;34655;13519;0;0;48174
2024-09-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave;78032;27297;7761;0;113090
2024-09-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho;109079;15830;5264;0;130173
2024-09-01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo;61916;34475;6072;0;102463
2024-09-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave;65126;24642;5382;0;95150
2024-09-01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa;120383;27550;9770;0;157703
2024-10-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;68761;13480;3310;0;85551
2024-10-01;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal;78133;32076;10551;0;120760
2024-10-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;44122;11161;0;0;55283
2024-10-01;Região de Saúde LVT;Unidade Local de Saúde do Oeste;99809;41571;5435;0;146815
2024-11-01;Região de Saúde Centro;Unidade Local de Saúde Castelo Branco;49049;15183;2182;0;66414
2024-11-01;Região de Saúde LVT;Unidade Local de Saúde da Lezíria;70707;26981;6861;0;104549
2024-11-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Aveiro;113884;42825;6064;0;162773
2024-11-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Leiria;112529;22555;7663;0;142747
2024-11-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;48270;12199;0;0;60469
2024-11-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;83162;28062;11197;0;122421
2024-11-01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos;76255;0;8221;0;84476
2024-11-01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria;127152;44944;7553;0;179649
2024-11-01;Região de Saúde Algarve;Unidade Local de Saúde do Algarve;268869;66223;15479;0;350571
2024-11-01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo;68815;43992;7347;0;120154
2024-11-01;Região de Saúde Alentejo;Unidade Local de Saúde do Litoral Alentejano;95216;0;0;0;95216
2024-11-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave;79321;30212;6694;0;116227
2024-12-01;Região de Saúde LVT;Hospital de Cascais;89538;49403;16801;845;156587
2024-12-01;Região de Saúde LVT;Unidade Local de Saúde da Arrábida;75143;33460;7334;0;115937
2024-12-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;82015;16456;3973;0;102444
2024-12-01;Região de Saúde Norte;Unidade Local de Saúde de Barcelos/Esposende;52487;13295;0;0;65782
2024-12-01;Região de Saúde Centro;Unidade Local de Saúde de Dão-Lafões;117146;29204;14772;0;161122
2024-12-01;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria;137347;50034;8748;0;196129
2024-12-01;Região de Saúde Norte;Unidade Local de Saúde de Santo António;126757;0;20048;0;146805
2024-12-01;Região de Saúde Algarve;Unidade Local de Saúde do Algarve;292003;72177;16579;0;380759
2024-12-01;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave;86300;32923;7264;0;126487
2024-12-01;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo;120279;29468;4184;0;153931
2024-12-01;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa;163456;36613;12646;0;212715
2024-01-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Leiria;10042;2483;800;0;13325
2024-01-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;6569;2194;1288;0;10051
2024-01-01;Região de Saúde Norte;Unidade Local de Saúde de São João;12743;6129;1006;0;19878
2024-01-01;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho;9228;1728;737;0;11693
2024-01-01;Região de Saúde Centro;Unidade Local de Saúde do Baixo Mondego;3994;1621;0;0;5615
2024-01-01;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo;6264;3721;690;0;10675
2025-01-01;Região de Saúde Centro;Unidade Local de Saúde da Cova da Beira;3960;1993;339;39;6331
2025-01-01;Região de Saúde Centro;Unidade Local de Saúde da Guarda;7223;1746;316;0;9285
2025-01-01;Região de Saúde Centro;Unidade Local de Saúde da Região de Aveiro;9872;3498;547;0;13917
2025-01-01;Região de Saúde Centro;Unidade Local de Saúde de Dão-Lafões;10900;2807;1130;0;14837
2025-01-01;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental;7807;2765;1157;0;11729
